User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1004637,Customer_4636,P02039,M,36-45,38,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,3,14307.8,,
1004638,Customer_4637,P01735,F,36-45,38,1,Delhi,Central,Healthcare,Veterinary,3,3615.86,,
1004639,Customer_4638,P09990,F,26-35,30,0,Madhya Pradesh,Central,Govt,Clothing & Apparel,2,2188.77,,
1004640,Customer_4639,P08195,M,46-50,46,1,Gujarat,Western,IT Sector,Office,4,10050.17,,
1004641,Customer_4640,P06365,M,26-35,30,1,Uttar Pradesh,Central,Agriculture,Stationery,1,8880.89,,
1004642,Customer_4641,P01995,M,26-35,31,0,Tamil Nadu,Southern,Healthcare,Tupperware,3,2325.18,,
1004643,Customer_4642,P06624,F,18-25,23,0,Maharashtra,Western,Automobile,Footwear & Shoes,2,6231.79,,
1004644,Customer_4643,P01173,M,26-35,32,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,1,8630.22,,
1004645,Customer_4644,P05284,F,26-35,29,1,Uttar Pradesh,Central,Food Processing,Furniture,1,3906.83,,
1004646,Customer_4645,P02502,M,51-55,51,1,Tamil Nadu,Southern,IT Sector,Electronics & Gadgets,3,2812.18,,
1004647,Customer_4646,P04995,F,18-25,20,0,Delhi,Central,Construction,Bliss Balls,4,14927.55,,
1004648,Customer_4647,P07431,F,26-35,29,0,Maharashtra,Western,Aviation,Food,1,22724.32,,
1004649,Customer_4648,P09443,M,36-45,39,0,Maharashtra,Western,Banking,Office,2,6746.32,,
1004650,Customer_4649,P02056,F,51-55,55,1,Tamil Nadu,Southern,Aviation,Electronics & Gadgets,2,3150.71,,
1004651,Customer_4650,P07123,F,55+,57,1,Gujarat,Western,Aviation,Clothing & Apparel,4,6375.71,,
1004652,Customer_4651,P04007,M,36-45,40,1,Karnataka,Southern,IT Sector,Food,4,4618.33,,
1004653,Customer_4652,P00907,F,55+,56,1,Uttar Pradesh,Central,IT Sector,Food,4,7394.63,,
1004654,Customer_4653,P08478,M,46-50,47,1,Haryana,Northern,Food Processing,Office,4,2072.53,,
1004655,Customer_4654,P04927,F,55+,58,0,Gujarat,Western,Healthcare,Electronics & Gadgets,2,18137.06,,
1004656,Customer_4655,P04624,M,36-45,39,0,Haryana,Northern,Govt,Stationery,2,2478.88,,
1004657,Customer_4656,P09599,F,18-25,22,1,Gujarat,Western,Automobile,Electronics & Gadgets,1,6495.04,,
1004658,Customer_4657,P02384,M,26-35,31,1,Andhra Pradesh,Southern,Automobile,Furniture,1,10657.34,,
1004659,Customer_4658,P05413,F,36-45,40,1,Haryana,Northern,Govt,Tupperware,2,10424.83,,
1004660,Customer_4659,P00857,F,26-35,32,0,Gujarat,Western,Govt,Food,4,4832.93,,
1004661,Customer_4660,P04987,M,26-35,30,1,Haryana,Northern,Govt,Clothing & Apparel,1,7538.31,,
1004662,Customer_4661,P03954,M,36-45,39,1,Andhra Pradesh,Southern,Agriculture,Furniture,2,7495.81,,
1004663,Customer_4662,P03658,F,51-55,54,1,Rajasthan,Western,Automobile,Electronics & Gadgets,2,3125.72,,
1004664,Customer_4663,P09872,M,18-25,23,1,Madhya Pradesh,Central,Aviation,Food,3,5726.96,,
1004665,Customer_4664,P01061,F,36-45,40,0,Rajasthan,Western,Aviation,Electronics & Gadgets,2,3016.13,,
1004666,Customer_4665,P03947,F,36-45,39,1,Maharashtra,Western,IT Sector,Office,1,2470.27,,
1004667,Customer_4666,P06826,F,55+,59,1,Uttar Pradesh,Central,Textile,Stationery,4,2458.03,,
1004668,Customer_4667,P03675,F,51-55,53,1,Delhi,Central,Agriculture,Food,4,6567.18,,
1004669,Customer_4668,P09167,M,36-45,40,0,Rajasthan,Western,IT Sector,Footwear & Shoes,1,12463.07,,
1004670,Customer_4669,P02518,F,36-45,40,1,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,4,35359.55,,
1004671,Customer_4670,P04298,M,26-35,31,0,Delhi,Central,IT Sector,Stationery,1,8774.49,,
1004672,Customer_4671,P01101,M,36-45,38,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,4845.88,,
1004673,Customer_4672,P05344,M,36-45,39,0,Haryana,Northern,Automobile,Furniture,2,3856.51,,
1004674,Customer_4673,P07219,F,51-55,55,1,Uttar Pradesh,Central,Construction,Tupperware,3,11495.01,,
1004675,Customer_4674,P04166,M,46-50,50,1,Haryana,Northern,Banking,Office,3,2425.3,,
1004676,Customer_4675,P02945,F,26-35,29,1,Andhra Pradesh,Southern,Textile,Furniture,2,4433.72,,
1004677,Customer_4676,P09773,F,36-45,38,0,Gujarat,Western,Banking,Food,3,11332.07,,
1004678,Customer_4677,P08949,M,26-35,29,0,Gujarat,Western,Healthcare,Clothing & Apparel,2,6710.62,,
1004679,Customer_4678,P05416,F,0-17,15,1,Rajasthan,Western,IT Sector,Clothing & Apparel,2,7548.57,,
1004680,Customer_4679,P00522,M,26-35,29,0,Delhi,Central,Food Processing,Footwear & Shoes,1,31666.68,,
1004681,Customer_4680,P06815,M,18-25,21,0,Uttar Pradesh,Central,Aviation,Clothing & Apparel,4,6148.47,,
1004682,Customer_4681,P04366,F,46-50,49,0,Maharashtra,Western,Construction,Furniture,1,9233.54,,
1004683,Customer_4682,P07649,M,26-35,32,0,Karnataka,Southern,Construction,Clothing & Apparel,3,50000.0,,
1004684,Customer_4683,P06416,M,26-35,32,1,Madhya Pradesh,Central,IT Sector,Food,2,11276.3,,
1004685,Customer_4684,P02810,M,51-55,53,1,Delhi,Central,Food Processing,Food,2,7779.93,,
1004686,Customer_4685,P08744,F,26-35,30,1,Karnataka,Southern,Healthcare,Electronics & Gadgets,3,5131.2,,
1004687,Customer_4686,P08169,F,0-17,16,1,Delhi,Central,Food Processing,Food,4,31990.94,,
1004688,Customer_4687,P01757,M,26-35,30,1,Rajasthan,Western,Banking,Veterinary,2,4783.15,,
1004689,Customer_4688,P02641,M,18-25,20,0,Uttar Pradesh,Central,Govt,Clothing & Apparel,4,2984.8,,
1004690,Customer_4689,P06863,M,18-25,23,1,Karnataka,Southern,IT Sector,Furniture,2,22814.12,,
1004691,Customer_4690,P03175,M,18-25,23,1,Andhra Pradesh,Southern,Aviation,Food,2,5073.5,,
1004692,Customer_4691,P03264,F,36-45,39,0,Andhra Pradesh,Southern,Textile,Food,1,9111.12,,
1004693,Customer_4692,P02153,M,26-35,29,0,Andhra Pradesh,Southern,Agriculture,Electronics & Gadgets,4,10305.49,,
1004694,Customer_4693,P08579,F,26-35,28,1,Uttar Pradesh,Central,Textile,Clothing & Apparel,2,4418.65,,
1004695,Customer_4694,P05837,F,46-50,49,0,Delhi,Central,Banking,Office,3,6404.92,,
1004696,Customer_4695,P03317,F,26-35,31,1,Delhi,Central,Food Processing,Footwear & Shoes,2,3351.93,,
1004697,Customer_4696,P01547,M,51-55,52,1,Haryana,Northern,Banking,Footwear & Shoes,4,19271.03,,
1004698,Customer_4697,P06109,F,26-35,32,1,Rajasthan,Western,Textile,Bliss Balls,2,9026.73,,
1004699,Customer_4698,P00707,F,26-35,32,1,Uttar Pradesh,Central,Textile,Tupperware,4,19677.84,,
1004700,Customer_4699,P04652,M,36-45,39,1,Delhi,Central,Agriculture,Food,3,4377.78,,
1004701,Customer_4700,P01864,F,18-25,22,0,Madhya Pradesh,Central,Govt,Veterinary,1,10040.78,,
1004702,Customer_4701,P09517,F,18-25,23,0,Andhra Pradesh,Southern,Textile,Veterinary,3,3966.79,,
1004703,Customer_4702,P09527,M,36-45,38,1,Madhya Pradesh,Central,Textile,Food,3,4729.21,,
1004704,Customer_4703,P09321,F,26-35,32,0,Uttar Pradesh,Central,Banking,Veterinary,2,5584.68,,
1004705,Customer_4704,P02771,M,46-50,48,1,Uttar Pradesh,Central,Healthcare,Stationery,4,8377.85,,
1004706,Customer_4705,P06619,M,51-55,54,0,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,3,8491.44,,
1004707,Customer_4706,P04062,F,26-35,30,1,Rajasthan,Western,Automobile,Food,1,3788.45,,
1004708,Customer_4707,P03277,F,36-45,41,1,Uttar Pradesh,Central,IT Sector,Office,3,2377.32,,
1004709,Customer_4708,P03822,F,36-45,41,0,Karnataka,Southern,Construction,Clothing & Apparel,2,13830.72,,
1004710,Customer_4709,P05006,M,55+,57,1,Tamil Nadu,Southern,IT Sector,Bliss Balls,2,7973.26,,
1004711,Customer_4710,P07363,F,46-50,47,0,Rajasthan,Western,Healthcare,Electronics & Gadgets,3,5006.32,,
1004712,Customer_4711,P05154,F,51-55,51,1,Karnataka,Southern,Banking,Furniture,1,2433.62,,
1004713,Customer_4712,P09767,F,26-35,28,1,Uttar Pradesh,Central,IT Sector,Furniture,3,2883.84,,
1004714,Customer_4713,P00908,F,36-45,40,0,Karnataka,Southern,IT Sector,Electronics & Gadgets,2,6407.32,,
1004715,Customer_4714,P09270,F,26-35,29,0,Uttar Pradesh,Central,Banking,Stationery,4,7290.6,,
1004716,Customer_4715,P00825,M,26-35,31,0,Gujarat,Western,Agriculture,Food,3,5791.74,,
1004717,Customer_4716,P07801,M,51-55,52,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4,8687.11,,
1004718,Customer_4717,P01316,M,0-17,16,0,Haryana,Northern,Healthcare,Veterinary,4,15458.68,,
1004719,Customer_4718,P04151,F,55+,57,0,Gujarat,Western,Aviation,Electronics & Gadgets,1,,,
1004720,Customer_4719,P02297,M,18-25,23,1,Andhra Pradesh,Southern,Construction,Tupperware,1,18140.6,,
1004721,Customer_4720,P02906,F,46-50,48,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,3,9652.96,,
1004722,Customer_4721,P09070,M,26-35,29,1,Delhi,Central,IT Sector,Food,4,2887.76,,
1004723,Customer_4722,P01072,F,26-35,32,1,Rajasthan,Western,Banking,Office,3,3299.65,,
1004724,Customer_4723,P05734,M,26-35,32,0,Maharashtra,Western,Automobile,Clothing & Apparel,1,5961.15,,
1004725,Customer_4724,P07583,F,36-45,41,1,Gujarat,Western,Govt,Clothing & Apparel,4,4671.42,,
1004726,Customer_4725,P02223,F,26-35,30,1,Tamil Nadu,Southern,Govt,Clothing & Apparel,4,10450.05,,
1004727,Customer_4726,P08890,M,36-45,41,0,Delhi,Central,IT Sector,Bliss Balls,3,9864.4,,
1004728,Customer_4727,P00324,F,0-17,15,1,Delhi,Central,Govt,Food,2,6968.03,,
1004729,Customer_4728,P09132,F,18-25,20,1,Andhra Pradesh,Southern,Aviation,Footwear & Shoes,2,10254.4,,
1004730,Customer_4729,P01914,F,18-25,21,1,Delhi,Central,IT Sector,Clothing & Apparel,4,21367.89,,
1004731,Customer_4730,P01206,F,26-35,30,1,Uttar Pradesh,Central,IT Sector,Tupperware,4,7413.69,,
1004732,Customer_4731,P00224,M,46-50,49,1,Maharashtra,Western,Automobile,Bliss Balls,3,5412.72,,
1004733,Customer_4732,P03346,F,51-55,51,0,Maharashtra,Western,Textile,Footwear & Shoes,2,7173.75,,
1004734,Customer_4733,P03031,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Tupperware,4,3254.24,,
1004735,Customer_4734,P03071,F,36-45,42,1,Uttar Pradesh,Central,Banking,Tupperware,4,2819.64,,
1004736,Customer_4735,P02117,M,36-45,42,0,Tamil Nadu,Southern,Healthcare,Footwear & Shoes,4,6228.32,,
1004737,Customer_4736,P07515,M,26-35,29,1,Delhi,Central,Healthcare,Clothing & Apparel,2,22553.32,,
1004738,Customer_4737,P02515,F,26-35,29,1,Uttar Pradesh,Central,Healthcare,Tupperware,4,17896.73,,
1004739,Customer_4738,P03196,M,36-45,38,0,Madhya Pradesh,Central,Govt,Bliss Balls,2,11072.48,,
1004740,Customer_4739,P01709,M,18-25,24,0,Delhi,Central,IT Sector,Bliss Balls,3,12152.31,,
1004741,Customer_4740,P00817,M,0-17,15,0,Maharashtra,Western,Construction,Food,2,17760.67,,
1004742,Customer_4741,P03661,F,26-35,32,1,Gujarat,Western,Govt,Electronics & Gadgets,2,21762.21,,
1004743,Customer_4742,P09308,M,36-45,39,1,Maharashtra,Western,Aviation,Electronics & Gadgets,1,10617.14,,
1004744,Customer_4743,P06882,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,Furniture,4,5901.49,,
1004745,Customer_4744,P01148,F,26-35,28,0,Maharashtra,Western,Govt,Tupperware,2,3276.44,,
1004746,Customer_4745,P09649,M,26-35,32,1,Gujarat,Western,Textile,Footwear & Shoes,2,2055.56,,
1004747,Customer_4746,P08407,F,18-25,22,1,Haryana,Northern,Automobile,Stationery,3,10351.28,,
1004748,Customer_4747,P08005,F,26-35,30,1,Gujarat,Western,Healthcare,Food,2,6057.53,,
1004749,Customer_4748,P05678,M,51-55,53,0,Gujarat,Western,Construction,Electronics & Gadgets,3,2664.27,,
1004750,Customer_4749,P01720,M,0-17,13,1,Uttar Pradesh,Central,Banking,Tupperware,1,4613.19,,
1004751,Customer_4750,P06648,M,36-45,40,1,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,7059.95,,
1004752,Customer_4751,P07481,F,26-35,30,0,Madhya Pradesh,Central,Govt,Tupperware,1,14244.69,,
1004753,Customer_4752,P04880,M,36-45,42,1,Tamil Nadu,Southern,Healthcare,Bliss Balls,4,5024.27,,
1004754,Customer_4753,P03892,F,36-45,38,1,Madhya Pradesh,Central,Aviation,Veterinary,1,10542.43,,
1004755,Customer_4754,P03041,F,26-35,31,0,Rajasthan,Western,Banking,Tupperware,2,2353.1,,
1004756,Customer_4755,P05795,F,46-50,49,1,Madhya Pradesh,Central,Food Processing,Veterinary,1,28241.71,,
1004757,Customer_4756,P06501,F,26-35,30,0,Andhra Pradesh,Southern,Govt,Bliss Balls,2,30514.6,,
1004758,Customer_4757,P09269,M,46-50,47,1,Delhi,Central,Aviation,Clothing & Apparel,1,8011.63,,
1004759,Customer_4758,P06297,M,26-35,28,0,Tamil Nadu,Southern,Automobile,Veterinary,3,10573.08,,
1004760,Customer_4759,P05550,M,55+,57,1,Gujarat,Western,Healthcare,Tupperware,4,13570.7,,
1004761,Customer_4760,P09075,F,36-45,38,0,Karnataka,Southern,Food Processing,Veterinary,3,30154.67,,
1004762,Customer_4761,P08532,F,55+,56,0,Maharashtra,Western,Healthcare,Clothing & Apparel,3,8292.99,,
1004763,Customer_4762,P05974,F,36-45,42,0,Delhi,Central,Govt,Clothing & Apparel,4,13263.56,,
1004764,Customer_4763,P01653,M,26-35,30,1,Rajasthan,Western,Healthcare,Bliss Balls,3,3709.16,,
1004765,Customer_4764,P01112,M,36-45,42,0,Karnataka,Southern,Aviation,Electronics & Gadgets,1,3338.28,,
1004766,Customer_4765,P08478,F,51-55,52,0,Delhi,Central,Banking,Furniture,1,11972.76,,
1004767,Customer_4766,P01981,F,55+,57,0,Maharashtra,Western,Aviation,Food,1,22609.38,,
1004768,Customer_4767,P06899,M,26-35,31,1,Karnataka,Southern,Agriculture,Food,1,8707.64,,
1004769,Customer_4768,P04686,F,46-50,50,1,Tamil Nadu,Southern,Healthcare,Clothing & Apparel,1,8117.22,,
1004770,Customer_4769,P08722,M,26-35,32,0,Maharashtra,Western,Healthcare,Clothing & Apparel,2,8772.78,,
1004771,Customer_4770,P08530,M,36-45,42,1,Tamil Nadu,Southern,Banking,Furniture,3,18931.26,,
1004772,Customer_4771,P06547,F,26-35,31,1,Maharashtra,Western,Textile,Electronics & Gadgets,3,14877.33,,
1004773,Customer_4772,P02445,F,26-35,32,1,Maharashtra,Western,Banking,Electronics & Gadgets,2,14942.61,,
1004774,Customer_4773,P00175,M,51-55,55,0,Uttar Pradesh,Central,Textile,Electronics & Gadgets,3,2900.9,,
1004775,Customer_4774,P09648,F,18-25,24,0,Rajasthan,Western,Healthcare,Bliss Balls,4,13408.42,,
1004776,Customer_4775,P05977,F,36-45,42,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,13698.49,,
1004777,Customer_4776,P06885,F,36-45,39,0,Rajasthan,Western,Healthcare,Office,3,3133.95,,
1004778,Customer_4777,P05022,F,18-25,22,0,Andhra Pradesh,Southern,Govt,Footwear & Shoes,2,7101.53,,
1004779,Customer_4778,P08190,M,26-35,29,1,Rajasthan,Western,Govt,Clothing & Apparel,1,2824.03,,
1004780,Customer_4779,P02430,M,36-45,42,0,Rajasthan,Western,Healthcare,Electronics & Gadgets,1,6046.99,,
1004781,Customer_4780,P04786,F,26-35,28,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,1,10195.59,,
1004782,Customer_4781,P02002,F,46-50,46,1,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,4,3970.25,,
1004783,Customer_4782,P04770,M,55+,59,0,Uttar Pradesh,Central,Automobile,Food,1,3134.22,,
1004784,Customer_4783,P07243,F,26-35,29,1,Karnataka,Southern,Construction,Office,3,10135.33,,
1004785,Customer_4784,P02159,F,26-35,31,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,16024.24,,
1004786,Customer_4785,P00240,F,26-35,31,1,Karnataka,Southern,Govt,Clothing & Apparel,4,3340.76,,
1004787,Customer_4786,P01889,F,36-45,38,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,1,20767.86,,
1004788,Customer_4787,P00116,F,26-35,29,1,Karnataka,Southern,Aviation,Tupperware,2,12685.64,,
1004789,Customer_4788,P00564,M,0-17,15,1,Gujarat,Western,Food Processing,Veterinary,4,11066.75,,
1004790,Customer_4789,P04571,F,36-45,39,0,Madhya Pradesh,Central,Food Processing,Tupperware,3,3031.45,,
1004791,Customer_4790,P01927,M,51-55,54,0,Andhra Pradesh,Southern,Textile,Clothing & Apparel,1,23244.83,,
1004792,Customer_4791,P08811,F,26-35,32,1,Andhra Pradesh,Southern,Textile,Food,3,7131.54,,
1004793,Customer_4792,P06056,F,26-35,31,1,Delhi,Central,Textile,Food,4,8136.13,,
1004794,Customer_4793,P00189,M,55+,57,0,Delhi,Central,IT Sector,Food,3,7749.9,,
1004795,Customer_4794,P04915,M,36-45,38,1,Haryana,Northern,IT Sector,Electronics & Gadgets,4,8058.39,,
1004796,Customer_4795,P02951,M,36-45,39,0,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,1,,,
1004797,Customer_4796,P02943,F,36-45,40,1,Maharashtra,Western,Aviation,Stationery,2,2832.3,,
1004798,Customer_4797,P09217,M,55+,60,1,Uttar Pradesh,Central,Aviation,Food,4,7290.11,,
1004799,Customer_4798,P06643,M,36-45,42,1,Uttar Pradesh,Central,Govt,Tupperware,1,9613.72,,
1004800,Customer_4799,P06001,F,51-55,54,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,3002.25,,
1004801,Customer_4800,P01069,M,36-45,39,1,Uttar Pradesh,Central,Healthcare,Food,2,8959.4,,
1004802,Customer_4801,P01194,M,36-45,38,1,Madhya Pradesh,Central,Food Processing,Furniture,2,7693.08,,
1004803,Customer_4802,P06224,F,26-35,30,1,Uttar Pradesh,Central,Agriculture,Bliss Balls,4,4015.58,,
1004804,Customer_4803,P07447,F,26-35,31,0,Maharashtra,Western,Construction,Clothing & Apparel,1,4380.47,,
1004805,Customer_4804,P03295,M,46-50,47,0,Karnataka,Southern,IT Sector,Clothing & Apparel,4,,,
1004806,Customer_4805,P01504,F,26-35,28,1,Maharashtra,Western,IT Sector,Clothing & Apparel,4,11777.57,,
1004807,Customer_4806,P07040,F,36-45,39,1,Rajasthan,Western,Aviation,Clothing & Apparel,4,3284.54,,
1004808,Customer_4807,P04390,F,26-35,28,1,Andhra Pradesh,Southern,Govt,Clothing & Apparel,1,14445.58,,
1004809,Customer_4808,P04082,F,46-50,47,1,Maharashtra,Western,Govt,Clothing & Apparel,4,19634.44,,
1004810,Customer_4809,P05655,F,18-25,21,1,Maharashtra,Western,IT Sector,Footwear & Shoes,1,4207.17,,
1004811,Customer_4810,P08054,F,46-50,49,1,Madhya Pradesh,Central,Textile,Electronics & Gadgets,2,4412.42,,
1004812,Customer_4811,P04813,M,36-45,39,1,Uttar Pradesh,Central,Govt,Footwear & Shoes,2,,,
1004813,Customer_4812,P03192,F,26-35,29,1,Maharashtra,Western,Banking,Food,1,8227.51,,
1004814,Customer_4813,P04259,M,36-45,41,0,Karnataka,Southern,Healthcare,Veterinary,3,28641.19,,
1004815,Customer_4814,P06408,F,26-35,31,1,Karnataka,Southern,Textile,Furniture,4,4234.84,,
1004816,Customer_4815,P07578,F,26-35,32,0,Maharashtra,Western,Banking,Stationery,2,3393.12,,
1004817,Customer_4816,P08576,M,26-35,32,1,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,4,9454.03,,
1004818,Customer_4817,P05033,M,18-25,23,0,Tamil Nadu,Southern,Govt,Electronics & Gadgets,4,17533.11,,
1004819,Customer_4818,P05026,M,55+,58,0,Gujarat,Western,Aviation,Stationery,3,18336.88,,
1004820,Customer_4819,P09479,M,18-25,20,0,Delhi,Central,Food Processing,Clothing & Apparel,1,5390.15,,
1004821,Customer_4820,P04069,F,36-45,41,1,Rajasthan,Western,Govt,Footwear & Shoes,1,14364.58,,
1004822,Customer_4821,P03065,F,26-35,32,0,Madhya Pradesh,Central,IT Sector,Bliss Balls,4,9178.48,,
1004823,Customer_4822,P04419,F,36-45,39,1,Uttar Pradesh,Central,Construction,Food,3,12561.16,,
1004824,Customer_4823,P09075,F,26-35,31,0,Delhi,Central,Healthcare,Food,4,11037.45,,
1004825,Customer_4824,P07208,M,36-45,41,1,Maharashtra,Western,Aviation,Clothing & Apparel,1,3092.65,,
1004826,Customer_4825,P09241,F,36-45,42,0,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,3,5539.08,,
1004827,Customer_4826,P04039,F,36-45,42,0,Uttar Pradesh,Central,IT Sector,Food,3,13521.1,,
1004828,Customer_4827,P00144,F,18-25,22,0,Uttar Pradesh,Central,Textile,Electronics & Gadgets,2,13414.0,,
1004829,Customer_4828,P01910,M,36-45,42,1,Rajasthan,Western,Automobile,Food,3,3041.64,,
1004830,Customer_4829,P04666,M,26-35,32,0,Haryana,Northern,Healthcare,Office,1,6960.41,,
1004831,Customer_4830,P09121,M,0-17,17,0,Gujarat,Western,IT Sector,Footwear & Shoes,1,18259.39,,
1004832,Customer_4831,P02009,F,26-35,29,0,Gujarat,Western,Govt,Food,4,14545.43,,
1004833,Customer_4832,P06464,M,26-35,31,0,Gujarat,Western,Aviation,Electronics & Gadgets,1,8957.63,,
1004834,Customer_4833,P02681,F,26-35,31,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,3849.74,,
1004835,Customer_4834,P00791,F,36-45,42,0,Andhra Pradesh,Southern,Govt,Clothing & Apparel,1,5138.87,,
1004836,Customer_4835,P01031,F,26-35,30,1,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,4,10482.8,,
1004837,Customer_4836,P08010,M,26-35,32,1,Maharashtra,Western,Aviation,Stationery,2,14164.44,,
1004838,Customer_4837,P06482,F,18-25,22,1,Tamil Nadu,Southern,IT Sector,Clothing & Apparel,2,9607.99,,
1004839,Customer_4838,P03506,F,36-45,41,0,Maharashtra,Western,IT Sector,Tupperware,2,6025.22,,
1004840,Customer_4839,P08439,M,36-45,40,1,Andhra Pradesh,Southern,IT Sector,Tupperware,3,8876.01,,
1004841,Customer_4840,P01132,F,26-35,30,1,Haryana,Northern,Agriculture,Electronics & Gadgets,2,2030.64,,
1004842,Customer_4841,P01411,F,36-45,38,1,Maharashtra,Western,Govt,Furniture,3,12642.96,,
1004843,Customer_4842,P08679,M,36-45,40,1,Andhra Pradesh,Southern,Banking,Bliss Balls,3,16861.53,,
1004844,Customer_4843,P03221,F,26-35,30,0,Madhya Pradesh,Central,Automobile,Food,2,2377.46,,
1004845,Customer_4844,P01973,M,36-45,39,0,Andhra Pradesh,Southern,Healthcare,Footwear & Shoes,1,6079.39,,
1004846,Customer_4845,P09207,M,36-45,41,1,Karnataka,Southern,Food Processing,Food,2,17110.9,,
1004847,Customer_4846,P06881,F,36-45,42,1,Gujarat,Western,Healthcare,Clothing & Apparel,3,9273.17,,
1004848,Customer_4847,P03848,M,26-35,28,0,Andhra Pradesh,Southern,Food Processing,Clothing & Apparel,3,7283.74,,
1004849,Customer_4848,P00377,M,18-25,22,0,Maharashtra,Western,IT Sector,Veterinary,3,2728.67,,
1004850,Customer_4849,P01959,M,26-35,29,0,Rajasthan,Western,IT Sector,Clothing & Apparel,4,12690.98,,
1004851,Customer_4850,P06029,M,36-45,39,1,Andhra Pradesh,Southern,Agriculture,Stationery,4,11350.65,,
1004852,Customer_4851,P06892,M,46-50,50,1,Uttar Pradesh,Central,IT Sector,Food,2,9127.69,,
1004853,Customer_4852,P04813,F,26-35,32,1,Maharashtra,Western,Healthcare,Electronics & Gadgets,2,2498.78,,
1004854,Customer_4853,P04775,M,26-35,31,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,3,10234.48,,
1004855,Customer_4854,P01270,M,36-45,40,1,Uttar Pradesh,Central,Govt,Electronics & Gadgets,2,2424.45,,
1004856,Customer_4855,P08781,M,46-50,47,0,Maharashtra,Western,Aviation,Food,2,15814.78,,
1004857,Customer_4856,P09474,M,51-55,51,1,Maharashtra,Western,Govt,Clothing & Apparel,3,18277.44,,
1004858,Customer_4857,P05408,M,36-45,41,0,Delhi,Central,IT Sector,Footwear & Shoes,4,8055.27,,
1004859,Customer_4858,P02562,F,46-50,48,1,Tamil Nadu,Southern,Aviation,Bliss Balls,2,17093.83,,
1004860,Customer_4859,P09922,F,0-17,17,0,Gujarat,Western,Aviation,Veterinary,2,6097.04,,
1004861,Customer_4860,P00387,F,18-25,22,1,Rajasthan,Western,Govt,Footwear & Shoes,1,4740.36,,
1004862,Customer_4861,P06053,M,18-25,24,1,Andhra Pradesh,Southern,Healthcare,Stationery,1,7294.81,,
1004863,Customer_4862,P04382,F,36-45,40,1,Gujarat,Western,Textile,Bliss Balls,4,8545.71,,
1004864,Customer_4863,P02007,F,18-25,20,1,Uttar Pradesh,Central,Healthcare,Office,2,13635.08,,
1004865,Customer_4864,P01261,F,26-35,31,0,Maharashtra,Western,Automobile,Food,2,9371.76,,
1004866,Customer_4865,P00229,M,26-35,32,1,Delhi,Central,Aviation,Clothing & Apparel,2,17495.28,,
1004867,Customer_4866,P06437,M,26-35,28,1,Rajasthan,Western,Govt,Veterinary,3,23968.97,,
1004868,Customer_4867,P02463,F,46-50,47,1,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,2,7905.09,,
1004869,Customer_4868,P08251,F,26-35,28,1,Rajasthan,Western,IT Sector,Electronics & Gadgets,2,12117.6,,
1004870,Customer_4869,P06083,F,26-35,28,0,Uttar Pradesh,Central,Textile,Tupperware,1,7254.8,,
1004871,Customer_4870,P00243,M,36-45,38,1,Maharashtra,Western,Govt,Footwear & Shoes,2,20921.09,,
1004872,Customer_4871,P08307,M,18-25,24,1,Rajasthan,Western,Banking,Clothing & Apparel,1,2248.05,,
1004873,Customer_4872,P07569,F,36-45,39,1,Karnataka,Southern,Automobile,Office,4,12144.1,,
1004874,Customer_4873,P00344,F,46-50,49,0,Karnataka,Southern,Healthcare,Tupperware,2,7486.85,,
1004875,Customer_4874,P01026,F,51-55,51,0,Rajasthan,Western,Food Processing,Veterinary,3,2504.65,,
1004876,Customer_4875,P03278,M,46-50,50,1,Uttar Pradesh,Central,Healthcare,Bliss Balls,4,12953.52,,
1004877,Customer_4876,P02276,F,26-35,32,1,Uttar Pradesh,Central,Govt,Food,4,5991.48,,
1004878,Customer_4877,P05102,M,36-45,41,1,Maharashtra,Western,IT Sector,Footwear & Shoes,2,7992.92,,
1004879,Customer_4878,P00986,M,18-25,22,1,Haryana,Northern,Govt,Food,2,11980.8,,
